Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,eigencentrality,clustering,triangles
Lunch Bag Red Vintage Doily,Lunch Bag Red Vintage Doily,Product,127,12907,4,0.482435,0.50448,0.000001,0.009098,0.009098,0.000157,0,24,401,0.154467,0.931009,7449
Doughnut Lip Gloss,Doughnut Lip Gloss,Product,808,144668,4,0.574967,0.646238,0.001122,0.039741,0.039741,0.00129,0,24,807,0.674959,0.474613,154737
Feltcraft Girl Nicole Kit,Feltcraft Girl Nicole Kit,Product,77,6989,5,0.473295,0.491638,0.000001,0.005432,0.005432,0.000117,0,7,92,0.092504,0.949761,2779
Adult Apron Apple Delight,Adult Apron Apple Delight,Product,91,6586,5,0.472953,0.49329,0.000006,0.005211,0.005211,0.000114,0,3,218,0.089088,0.78779,3226
Ice Cream Design Garden Parasol,Ice Cream Design Garden Parasol,Product,21,1277,5,0.45412,0.470352,0,0.001812,0.001812,0.000066,0,3,459,0.030982,1,210
Colouring Pencils Brown Tube,Colouring Pencils Brown Tube,Product,903,109143,4,0.591165,0.666031,0.008294,0.036514,0.036514,0.001527,0,6,735,0.62679,0.337462,137128
French Blue Metal Door Sign 2,French Blue Metal Door Sign 2,Product,122,14033,4,0.485022,0.505687,0.000007,0.008343,0.008343,0.000214,0,18,561,0.142358,0.876846,6472
Cake Plate Lovebird Pink,Cake Plate Lovebird Pink,Product,76,5268,5,0.474322,0.492559,0.000002,0.003092,0.003092,0.000121,0,6,225,0.054104,0.865614,2467
12 Pencils Tall Tube Red Retrospot,12 Pencils Tall Tube Red Retrospot,Product,443,45015,4,0.527767,0.574152,0.000102,0.026368,0.026368,0.00043,0,7,313,0.447271,0.682829,66851
Cherry Blossom Luggage Tag,Cherry Blossom Luggage Tag,Product,1,58,5,0.365117,0.380493,0,0.000053,0.000053,0.000058,0,6,825,0.000932,0,0
Bunny Egg Garland,Bunny Egg Garland,Product,34,2438,5,0.470325,0.484077,0.000011,0.001627,0.001627,0.000094,0,6,375,0.028372,0.727273,408
I Love London Baby Gift Set,I Love London Baby Gift Set,Product,17,1146,5,0.444576,0.462028,0,0.001319,0.001319,0.000068,0,7,175,0.022507,0.919118,125
Paisley Pattern Stickers,Paisley Pattern Stickers,Product,1,56,5,0.335036,0.342185,0,0.000023,0.000023,0.000057,0,6,436,0.0004,0,0
French Blue Metal Door Sign 6,French Blue Metal Door Sign 6,Product,69,8801,5,0.473551,0.490876,0.000002,0.004522,0.004522,0.000164,0,18,561,0.077346,0.910912,2137
Miniature Antique Rose Hook Ivory,Miniature Antique Rose Hook Ivory,Product,296,26597,4,0.511007,0.544955,0.000074,0.018795,0.018795,0.000287,0,18,213,0.319063,0.784631,34257
Bunny Wooden Painted With Flower,Bunny Wooden Painted With Flower,Product,67,5652,5,0.475871,0.492305,0.000008,0.002925,0.002925,0.000129,0,6,52,0.050881,0.69109,1528
Woodland Stickers,Woodland Stickers,Product,149,12710,5,0.485202,0.509366,0.000018,0.009618,0.009618,0.000168,0,3,288,0.163735,0.789316,8703
Strawberry Bath Sponge,Strawberry Bath Sponge,Product,395,33325,4,0.525335,0.56659,0.000053,0.02483,0.02483,0.000335,0,3,322,0.421061,0.760496,59178
Metal Sign His Dinner Is Served,Metal Sign His Dinner Is Served,Product,104,7154,5,0.489548,0.506602,0.000045,0.006451,0.006451,0.000131,0,6,640,0.11059,0.764563,4095
Wrap Dolly Girl,Wrap Dolly Girl,Product,283,40811,4,0.506273,0.540539,0.000064,0.016806,0.016806,0.00039,0,21,351,0.285776,0.718342,28664
Paperweight Vintage Collage,Paperweight Vintage Collage,Product,74,6616,5,0.460337,0.481758,0.000621,0.003108,0.003108,0.000203,0,3,689,0.053282,0.71455,1930
Bunny Decoration Magic Garden,Bunny Decoration Magic Garden,Product,210,17987,5,0.499714,0.527094,0.000095,0.008056,0.008056,0.000279,0,6,33,0.140477,0.600729,13183
Landmark Frame Covent Garden,Landmark Frame Covent Garden,Product,6,2024,6,0.269745,0.27703,0,0,0,0.000309,0,0,629,0.000117,1,15
Glass Cloche Small,Glass Cloche Small,Product,44,3289,5,0.465071,0.481567,0.000742,0.002889,0.002889,0.000136,0,1,412,0.049335,0.820296,776
Multi Hearts Stickers,Multi Hearts Stickers,Product,7,486,5,0.443449,0.459601,0,0.000365,0.000365,0.000066,0,3,631,0.006311,0.857143,18
Pink Rose Washbag,Pink Rose Washbag,Product,2,131,5,0.401992,0.421248,0,0.000119,0.000119,0.000058,0,6,56,0.002041,1,1
Natural Slate Chalkboard Large,Natural Slate Chalkboard Large,Product,375,35505,4,0.522927,0.562429,0.00006,0.022733,0.022733,0.000358,0,18,856,0.385868,0.735387,51569
Skulls Party Bag + Sticker Set,Skulls Party Bag + Sticker Set,Product,233,25079,4,0.491567,0.524431,0.000037,0.013023,0.013023,0.000267,0,3,821,0.221638,0.735793,19887
Pottering Mug,Pottering Mug,Product,654,74167,4,0.557729,0.617741,0.002307,0.033511,0.033511,0.000828,0,6,884,0.570253,0.520355,111112
Vintage Red Enamel Trim Mug,Vintage Red Enamel Trim Mug,Product,105,9466,5,0.478475,0.499104,0.000011,0.00688,0.00688,0.000156,0,8,189,0.117244,0.805495,4398
Queen Of The Skies Passport Cover,Queen Of The Skies Passport Cover,Product,5,292,5,0.436004,0.453304,0,0.000282,0.000282,0.000062,0,6,502,0.004917,1,10
Small Parisienne Heart Photo Frame,Small Parisienne Heart Photo Frame,Product,95,7807,4,0.479876,0.498602,0.000016,0.006437,0.006437,0.000136,0,18,389,0.109826,0.847704,3785
Regency Sugar Tongs,Regency Sugar Tongs,Product,316,36110,4,0.509815,0.546956,0.000066,0.0198,0.0198,0.000358,0,8,869,0.336155,0.761583,37904
Retrospot Red Washing Up Gloves,Retrospot Red Washing Up Gloves,Product,336,32842,4,0.517765,0.554327,0.000087,0.021048,0.021048,0.00034,0,3,160,0.357391,0.767857,43215
Felt Farm Animal Chicken,Felt Farm Animal Chicken,Product,8,516,5,0.430141,0.448825,0,0.00026,0.00026,0.000063,0,6,346,0.00458,0.464286,13
Red Heart Shape Love Bucket,Red Heart Shape Love Bucket,Product,265,27645,4,0.502972,0.536027,0.000152,0.014586,0.014586,0.000316,0,3,824,0.24852,0.629646,22025
Set Of 4 Napkin Charms Instrument,Set Of 4 Napkin Charms Instrument,Product,2,109,5,0.365269,0.380811,0,0.000054,0.000054,0.000063,0,6,332,0.000961,1,1
Lunch Bag Spaceboy Design,Lunch Bag Spaceboy Design,Product,1215,310369,4,0.637889,0.726299,0.003139,0.051513,0.051513,0.002673,0,3,173,0.878856,0.336548,247797
Glass Jar Kings Choice,Glass Jar Kings Choice,Product,4,246,5,0.438555,0.455179,0,0.000253,0.000253,0.000059,0,8,422,0.004379,1,6
White Bell Honeycomb Paper Garland,White Bell Honeycomb Paper Garland,Product,12,847,5,0.449375,0.465046,0.000004,0.000715,0.000715,0.000074,0,18,572,0.012298,0.681818,45
Gingham Recipe Book Box,Gingham Recipe Book Box,Product,107,6849,4,0.479349,0.499746,0,0.007874,0.007874,0.000111,0,24,629,0.133783,0.953624,5408
Woodland Small Pink Felt Heart,Woodland Small Pink Felt Heart,Product,17,1338,5,0.431841,0.451398,0.000005,0.00099,0.00099,0.000083,0,24,392,0.016853,0.808824,110
Green Round Compact Mirror,Green Round Compact Mirror,Product,3,176,5,0.371372,0.387889,0.000741,0.00011,0.00011,0.000152,0,3,702,0.001889,0.333333,1
Robot Birthday Card,Robot Birthday Card,Product,833,114447,4,0.580695,0.652052,0.001539,0.04095,0.04095,0.00107,0,3,55,0.697083,0.472158,163223
S/12 Mini Rabbit Easter,S/12 Mini Rabbit Easter,Product,26,1597,5,0.454514,0.471083,0.000002,0.000927,0.000927,0.000078,0,6,375,0.016139,0.633846,206
Small Pink Magic Christmas Tree,Small Pink Magic Christmas Tree,Product,24,1649,5,0.43557,0.455464,0.000655,0.000703,0.000703,0.000136,0,6,612,0.01225,0.423913,117
2 Picture Book Eggs Easter Ducks,2 Picture Book Eggs Easter Ducks,Product,2,117,5,0.335637,0.342934,0,0.000021,0.000021,0.000092,0,6,375,0.000394,1,1
Pantry Hook Spatula,Pantry Hook Spatula,Product,3,296,5,0.388765,0.40854,0,0.00009,0.00009,0.000166,0,8,66,0.00156,1,3
Cosy Hour Cigar Box Matches,Cosy Hour Cigar Box Matches,Product,123,16082,4,0.479612,0.502033,0.000002,0.007886,0.007886,0.000184,0,24,332,0.133657,0.910702,6833
Small Parlour Picture Frame,Small Parlour Picture Frame,Product,2,152,1,1,1,0,0,0,0.000389,5,20,67,0.000036,1,1
Cd Wall Tidy Red Flowers,Cd Wall Tidy Red Flowers,Product,14,1015,5,0.412616,0.433384,0.000003,0.00051,0.00051,0.000085,0,18,677,0.008773,0.615385,56
Pantry Pastry Brush,Pantry Pastry Brush,Product,255,22798,4,0.502876,0.534693,0.000008,0.017821,0.017821,0.00024,0,3,779,0.302345,0.876486,28385
Plasters In Tin Spaceboy,Plasters In Tin Spaceboy,Product,1061,262780,4,0.612278,0.696054,0.001944,0.048159,0.048159,0.002247,0,3,586,0.818797,0.391875,220363
Red Retrospot Apron,Red Retrospot Apron,Product,21,1280,5,0.461714,0.476007,0,0.001574,0.001574,0.000068,0,3,426,0.02708,0.961905,202
Small Skull Windmill,Small Skull Windmill,Product,32,2255,5,0.451152,0.469399,0,0.002032,0.002032,0.000077,0,3,542,0.034718,0.872984,433
Christmas Tree Hanging Silver,Christmas Tree Hanging Silver,Product,211,17739,4,0.495373,0.524114,0.000021,0.012649,0.012649,0.000213,0,24,705,0.214836,0.810652,17960
Paper Bunting Vintage Party,Paper Bunting Vintage Party,Product,75,6201,5,0.458086,0.480233,0.000009,0.003311,0.003311,0.000121,0,3,689,0.05657,0.717117,1990
Pink Happy Birthday Bunting,Pink Happy Birthday Bunting,Product,300,30758,4,0.507743,0.543589,0.000151,0.018106,0.018106,0.000319,0,3,325,0.307681,0.725329,32531
Biscuit Tin Vintage Red,Biscuit Tin Vintage Red,Product,111,9279,5,0.474923,0.497357,0.000003,0.006822,0.006822,0.00014,0,8,880,0.116205,0.861589,5260
Zinc Folkart Sleigh Bells,Zinc Folkart Sleigh Bells,Product,798,113704,4,0.572707,0.643856,0.000749,0.040278,0.040278,0.001044,0,24,437,0.683525,0.501033,159330
Feltcraft Doll Rosie,Feltcraft Doll Rosie,Product,344,38797,4,0.511206,0.551372,0.000046,0.021007,0.021007,0.000373,0,7,446,0.356633,0.751102,44312
Set Of 4 Santa Place Settings,Set Of 4 Santa Place Settings,Product,193,15914,4,0.490923,0.51884,0.000005,0.012531,0.012531,0.000183,0,24,872,0.212391,0.858484,15906
Wrap Keep Calm Birthday,Wrap Keep Calm Birthday,Product,62,6424,5,0.471169,0.488162,0.000026,0.003561,0.003561,0.000139,0,24,202,0.06067,0.740878,1401
White Hand Towel With Butterfly,White Hand Towel With Butterfly,Product,23,1536,5,0.400642,0.422296,0.000001,0.000427,0.000427,0.000084,0,6,805,0.007758,0.786561,199
Red Spot Ceramic Drawer Knob,Red Spot Ceramic Drawer Knob,Product,562,79902,4,0.545663,0.599441,0.000329,0.031149,0.031149,0.000723,0,18,127,0.528668,0.61111,96336
Summer Daisies Bag Charm,Summer Daisies Bag Charm,Product,26,1531,5,0.470409,0.483155,0,0.002144,0.002144,0.000071,0,6,57,0.036939,1,325
4 Lily Botanical Dinner Candles,4 Lily Botanical Dinner Candles,Product,24,2070,5,0.453492,0.470206,0,0.001206,0.001206,0.000083,0,6,814,0.02083,0.804348,222
Set 3 Wicker Oval Baskets W Lids,Set 3 Wicker Oval Baskets W Lids,Product,16,2126,5,0.37153,0.389935,0.000002,0.000386,0.000386,0.000081,0,1,163,0.006674,0.875,105
Danish Rose Round Sewing Box,Danish Rose Round Sewing Box,Product,64,5514,5,0.461146,0.481186,0.000152,0.001368,0.001368,0.00021,0,6,72,0.024446,0.368056,742
Metal Tube Chime On Bamboo,Metal Tube Chime On Bamboo,Product,3,430,5,0.352886,0.364996,0,0.000079,0.000079,0.000061,0,1,321,0.001359,0.333333,1
Balloon Art Make Your Own Flowers,Balloon Art Make Your Own Flowers,Product,166,14972,5,0.487094,0.512861,0.000078,0.006241,0.006241,0.000237,0,6,303,0.108428,0.580139,7945
Red Paper Parasol,Red Paper Parasol,Product,44,4471,5,0.460175,0.477754,0.000008,0.002156,0.002156,0.000119,0,24,662,0.036922,0.684989,648
Abc Treasure Book Box,Abc Treasure Book Box,Product,410,51757,4,0.518175,0.564176,0.000076,0.023646,0.023646,0.000476,0,3,129,0.401248,0.678717,56907
Clear Stationery Box Set,Clear Stationery Box Set,Product,2,114,5,0.378991,0.396543,0,0.00012,0.00012,0.000057,0,3,673,0.002047,1,1
Space Owl,Space Owl,Product,110,7289,5,0.479525,0.500534,0.000135,0.00409,0.00409,0.000187,0,6,904,0.071594,0.835696,5010
Zinc Hearts Plant Pot Holder,Zinc Hearts Plant Pot Holder,Product,2,139,5,0.351844,0.364506,0,0.000054,0.000054,0.000067,0,18,460,0.00093,0,0
Ivory Knitted Mug Cosy,Ivory Knitted Mug Cosy,Product,195,14025,4,0.497345,0.523446,0.00001,0.013056,0.013056,0.000177,0,6,345,0.222111,0.852075,16117
Mint Kitchen Scales,Mint Kitchen Scales,Product,130,10815,5,0.484485,0.506348,0.000014,0.009585,0.009585,0.000149,0,8,550,0.163167,0.915921,7680
Red Retrospot Round Cake Tins,Red Retrospot Round Cake Tins,Product,302,30654,4,0.507448,0.543462,0.000044,0.017498,0.017498,0.000313,0,3,5,0.297495,0.713494,32429
Pink Metal Chicken Heart,Pink Metal Chicken Heart,Product,153,17911,4,0.485112,0.509722,0.000055,0.007665,0.007665,0.000229,0,3,291,0.131155,0.624957,7267
Photo Clip Line,Photo Clip Line,Product,7,400,5,0.424846,0.443697,0,0.000593,0.000593,0.000059,0,7,647,0.010072,1,21
Ass Floral Print Multi Screwdriver,Ass Floral Print Multi Screwdriver,Product,359,35510,4,0.520746,0.55922,0.001838,0.015665,0.015665,0.000579,0,6,22,0.269087,0.42192,27113
Red Retrospot Tape,Red Retrospot Tape,Product,622,62476,4,0.553609,0.61145,0.000886,0.031711,0.031711,0.000665,0,6,41,0.540398,0.522029,100820
Drawer Knob Crackle Glaze Blue,Drawer Knob Crackle Glaze Blue,Product,170,19178,4,0.490372,0.515504,0.000082,0.010606,0.010606,0.00023,0,18,873,0.18053,0.774313,11123
Playing Cards Keep Calm & Carry On,Playing Cards Keep Calm & Carry On,Product,481,69547,4,0.532373,0.581522,0.000182,0.027024,0.027024,0.00063,0,24,750,0.458251,0.644265,74374
Balloon Water Bomb Pack Of 35,Balloon Water Bomb Pack Of 35,Product,241,31517,4,0.50201,0.53231,0.000016,0.015553,0.015553,0.000311,0,7,650,0.26413,0.807123,23342
Set/6 Posies Paper Cups,Set/6 Posies Paper Cups,Product,5,332,5,0.413201,0.432812,0,0.000368,0.000368,0.000059,0,3,784,0.006285,1,10
Roll Wrap 50'S Red Christmas,Roll Wrap 50'S Red Christmas,Product,358,39647,4,0.514314,0.555153,0.00006,0.02162,0.02162,0.000381,0,24,43,0.366576,0.729668,46628
Wall Art Cat And Bird,Wall Art Cat And Bird,Product,19,2303,5,0.428805,0.448888,0.000007,0.000671,0.000671,0.000102,0,18,874,0.011566,0.602339,103
Skulls Square Tissue Box,Skulls Square Tissue Box,Product,85,9051,4,0.464084,0.486085,0.000021,0.003939,0.003939,0.000148,0,3,353,0.067268,0.617647,2205
Pastel Colour Honeycomb Fan,Pastel Colour Honeycomb Fan,Product,126,9789,5,0.481638,0.503901,0.00003,0.006182,0.006182,0.000162,0,6,501,0.105929,0.622857,4905
Fairy Tale Cottage Night Light,Fairy Tale Cottage Night Light,Product,524,60279,4,0.53728,0.589846,0.000159,0.030112,0.030112,0.000553,0,3,249,0.510683,0.640572,87775
Porcelain T-Light Holders Assorted,Porcelain T-Light Holders Assorted,Product,138,9952,4,0.489731,0.510993,0.000002,0.009477,0.009477,0.000141,0,24,850,0.161108,0.923516,8730
Wooden Owls Light Garland,Wooden Owls Light Garland,Product,166,16549,4,0.485022,0.511406,0.000009,0.010407,0.010407,0.000193,0,3,78,0.176888,0.802045,10984
Set Of 4 Knick Knack Tins Leaf,Set Of 4 Knick Knack Tins Leaf,Product,259,27667,4,0.495279,0.530245,0.000028,0.014981,0.014981,0.00028,0,3,782,0.254525,0.750352,25070
Money Box Kings Choice Design,Money Box Kings Choice Design,Product,18,1084,5,0.452085,0.468096,0.000336,0.001022,0.001022,0.000104,0,3,603,0.017481,0.732026,112
Doormat Hearts,Doormat Hearts,Product,336,45189,4,0.514717,0.552389,0.00014,0.020282,0.020282,0.000479,0,1,404,0.34464,0.737758,41521
50'S Christmas Paper Gift Bag,50'S Christmas Paper Gift Bag,Product,181,19785,4,0.488273,0.515472,0.000005,0.011371,0.011371,0.000216,0,24,494,0.192852,0.848557,13823
Charlie + Lola Red Hot Water Bottle,Charlie + Lola Red Hot Water Bottle,Product,519,47380,4,0.541159,0.591435,0.000209,0.030585,0.030585,0.000472,0,6,766,0.518536,0.69019,92776
Ribbon Reel Making Snowmen,Ribbon Reel Making Snowmen,Product,421,45406,4,0.521886,0.567829,0.000062,0.025821,0.025821,0.000422,0,24,427,0.437418,0.747257,66065
Ridged Glass Finger Bowl,Ridged Glass Finger Bowl,Product,59,5308,4,0.468226,0.485513,0.000053,0.001602,0.001602,0.000156,0,6,276,0.028402,0.644652,1103
Alarm Clock Bakelike Chocolate,Alarm Clock Bakelike Chocolate,Product,380,42412,4,0.51644,0.559093,0.000178,0.022782,0.022782,0.000412,0,8,388,0.386462,0.703624,50668
Blue Juicy Fruit Photo Frame,Blue Juicy Fruit Photo Frame,Product,1,54,1,1,1,0,0,0,0.000376,6,13,85,0.000018,0,0
Bottle Bag Retrospot,Bottle Bag Retrospot,Product,451,43195,4,0.529151,0.576058,0.0009,0.019031,0.019031,0.000571,0,6,640,0.327815,0.445844,45242
Red Spot Paper Gift Bag,Red Spot Paper Gift Bag,Product,209,25719,4,0.491935,0.521604,0.000009,0.012745,0.012745,0.000264,0,24,166,0.216193,0.800147,17392
Essential Balm 35g Tin In Envelope,Essential Balm 35g Tin In Envelope,Product,3,167,5,0.419077,0.437991,0,0.000226,0.000226,0.000059,0,6,825,0.003871,1,3
Tea Cosy Red Stripe,Tea Cosy Red Stripe,Product,21,1291,5,0.46204,0.47623,0,0.001823,0.001823,0.000067,0,3,319,0.031364,0.980952,206
Wrap Poppies Design,Wrap Poppies Design,Product,406,64099,4,0.520024,0.564907,0.00059,0.021752,0.021752,0.000628,0,21,348,0.369752,0.61001,50152
Gin And Tonic Diet Metal Sign,Gin And Tonic Diet Metal Sign,Product,959,159370,4,0.599132,0.677119,0.002819,0.045384,0.045384,0.001558,0,18,871,0.771044,0.427995,196604
Jumbo Bag Vintage Doily,Jumbo Bag Vintage Doily,Product,1252,378900,4,0.641791,0.73259,0.004286,0.05243,0.05243,0.003246,0,1,187,0.894557,0.326929,255618
Polyester Filler Pad 45x45cm,Polyester Filler Pad 45x45cm,Product,38,3023,5,0.469147,0.483759,0.000002,0.002487,0.002487,0.000097,0,18,457,0.042715,0.762447,536
Travel Card Wallet Vintage Ticket,Travel Card Wallet Vintage Ticket,Product,685,85309,4,0.558442,0.622061,0.000368,0.037294,0.037294,0.000786,0,21,301,0.632475,0.577961,135399
Glass Songbird Storage Jar,Glass Songbird Storage Jar,Product,4,211,5,0.416945,0.436085,0,0.000226,0.000226,0.000058,0,8,89,0.003881,1,6
Black Christmas Tree 60cm,Black Christmas Tree 60cm,Product,26,2132,5,0.448683,0.466425,0.000037,0.001107,0.001107,0.000103,0,24,123,0.019017,0.753846,245
Roll Wrap 50'S Christmas,Roll Wrap 50'S Christmas,Product,671,93967,4,0.555838,0.618884,0.00035,0.036184,0.036184,0.000843,0,24,199,0.61343,0.578606,130062
Set Of 2 Trays Home Sweet Home,Set Of 2 Trays Home Sweet Home,Product,8,450,5,0.444652,0.460802,0,0.000461,0.000461,0.000062,0,18,457,0.007954,0.928571,26
Zinc Finish 15cm Planter Pots,Zinc Finish 15cm Planter Pots,Product,6,378,5,0.440544,0.456977,0,0.000453,0.000453,0.00006,0,18,862,0.007775,1,15
Green Goose Feather Christmas Tree,Green Goose Feather Christmas Tree,Product,1,53,5,0.332109,0.338747,0,0.000019,0.000019,0.000057,0,6,382,0.000342,0,0
Feltcraft Girl Amelie Kit,Feltcraft Girl Amelie Kit,Product,206,18638,4,0.493138,0.521985,0.000035,0.013223,0.013223,0.000223,0,7,581,0.224666,0.790386,16689
Ribbon Reel Socks And Mittens,Ribbon Reel Socks And Mittens,Product,206,22205,4,0.490555,0.520269,0.000008,0.013114,0.013114,0.000232,0,24,233,0.222445,0.83192,17566
Metal Sign Empire Tea,Metal Sign Empire Tea,Product,262,23317,5,0.509419,0.539929,0.000055,0.015977,0.015977,0.00027,0,18,484,0.272245,0.704952,24103
Knitted Union Flag Hot Water Bottle,Knitted Union Flag Hot Water Bottle,Product,585,75849,4,0.549089,0.60427,0.000308,0.032633,0.032633,0.000715,0,24,573,0.553415,0.615045,105062
Love Building Block Word,Love Building Block Word,Product,411,38453,4,0.527448,0.569704,0.000164,0.024305,0.024305,0.000405,0,18,159,0.412692,0.706071,59490
French Laundry Sign Blue Metal,French Laundry Sign Blue Metal,Product,136,15010,4,0.485561,0.507847,0.000007,0.008846,0.008846,0.000185,0,18,763,0.150612,0.844662,7754
French Blue Metal Door Sign No,French Blue Metal Door Sign No,Product,86,9919,5,0.477517,0.495864,0.000004,0.005735,0.005735,0.000168,0,18,561,0.098015,0.866211,3166
Christmas Musical Zinc Star,Christmas Musical Zinc Star,Product,426,43714,4,0.523762,0.56945,0.000151,0.023853,0.023853,0.000449,0,24,681,0.404967,0.681392,61683
Vintage Union Jack Shopping Bag,Vintage Union Jack Shopping Bag,Product,12,675,5,0.453257,0.468287,0,0.000702,0.000702,0.000063,0,18,808,0.012138,0.909091,60
Childs Garden Brush Blue,Childs Garden Brush Blue,Product,34,2954,5,0.45945,0.475944,0.000006,0.001712,0.001712,0.000107,0,7,542,0.029515,0.73975,415
Set 36 Colour Pencils Dolly Girl,Set 36 Colour Pencils Dolly Girl,Product,323,31370,4,0.508333,0.546702,0.000438,0.019595,0.019595,0.000351,0,24,341,0.33249,0.750053,39005
Eucalyptus & Pinecone Wreath,Eucalyptus & Pinecone Wreath,Product,40,2630,5,0.47415,0.487699,0.000001,0.002675,0.002675,0.00008,0,24,612,0.045816,0.944872,737
Painted Yellow Wooden Daisy,Painted Yellow Wooden Daisy,Product,101,7680,4,0.484038,0.502415,0.00001,0.00607,0.00607,0.000138,0,6,359,0.104327,0.803168,4056
Victorian Sewing Box Medium,Victorian Sewing Box Medium,Product,146,11743,5,0.487003,0.510192,0.000003,0.009637,0.009637,0.000155,0,1,827,0.163814,0.899858,9525
Multicolour Honeycomb Fan,Multicolour Honeycomb Fan,Product,176,16414,5,0.489731,0.515879,0.000517,0.008175,0.008175,0.000274,0,6,82,0.140437,0.530779,8174
